Date,Code,Description,Type,Issuer,Listing Date,Maturity Date,Interest,Interest Type,Interest Freq,Originated Amt,Current Amt,Total Scripless,Sector,Local IS,Local CP,Local PF,Local IB,Local ID,Local MF,Local SC,Local FD,Local OT,Total_local,Foreign IS,Foreign CP,Foreign PF,Foreign IB,Foreign ID,Foreign MF,Foreign SC,Foreign FD,Foreign OT,Total_foreign
1/31/2023,SIPPLN03DCN2,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP II TAHUN 2018 SERI D,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",10/11/2018,10/10/2038,9.65,FIXED,3 MONTHS,50000000000,50000000000,50000000000,ENERGY,26000000000,0,23000000000,0,0,1000000000,0,0,0,50000000000,0,0,0,0,0,0,0,0,0,0
1/31/2023,SIPPLN03DCN3,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP III TAHUN 2019 SERI D,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2/20/2019,2/19/2029,9.6,FIXED,3 MONTHS,45000000000,45000000000,45000000000,ENERGY,0,10000000000,10000000000,0,0,25000000000,0,0,0,45000000000,0,0,0,0,0,0,0,0,0,0
1/31/2023,SIPPLN03DCN4,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP IV TAHUN 2019 SERI D,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",8/2/2019,8/1/2034,9.5,FIXED,3 MONTHS,49000000000,49000000000,49000000000,ENERGY,4500000000,0,35000000000,0,9500000000,0,0,0,0,49000000000,0,0,0,0,0,0,0,0,0,0
1/31/2023,SIPPLN03DCN5,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP V TAHUN 2019 SERI D,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",10/2/2019,10/1/2034,9.4,FIXED,3 MONTHS,1.35E+11,1.35E+11,1.35E+11,ENERGY,70000000000,0,65000000000,0,0,0,0,0,0,1.35E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SIPPLN03DCN6,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP VI TAHUN 2020 SERI D,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2/19/2020,2/18/2040,9.05,FIXED,3 MONTHS,62500000000,62500000000,62500000000,ENERGY,4000000000,0,44000000000,0,0,14500000000,0,0,0,62500000000,0,0,0,0,0,0,0,0,0,0
1/31/2023,SIPPLN03ECN1,SUKUK IJARAH BKLJ III PLN THP I TAHUN 2018 SERI E,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",7/11/2018,7/10/2038,9,FIXED,3 MONTHS,1.1E+11,1.1E+11,1.1E+11,ENERGY,28000000000,0,80000000000,0,500000000,0,0,0,1500000000,1.1E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SIPPLN03ECN3,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP III TAHUN 2019 SERI E,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2/20/2019,2/19/2034,9.8,FIXED,3 MONTHS,60000000000,60000000000,60000000000,ENERGY,0,0,60000000000,0,0,0,0,0,0,60000000000,0,0,0,0,0,0,0,0,0,0
1/31/2023,SIPPLN03ECN4,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP IV TAHUN 2019 SERI E,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",8/2/2019,8/1/2039,9.975,FIXED,3 MONTHS,5.39E+11,5.39E+11,5.39E+11,ENERGY,1.145E+11,0,2.68E+11,0,8000000000,1.485E+11,0,0,0,5.39E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SIPPLN03ECN5,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP V TAHUN 2019 SERI E,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",10/2/2019,10/1/2039,9.9,FIXED,3 MONTHS,5.54E+11,5.54E+11,5.54E+11,ENERGY,1.855E+11,0,3.495E+11,0,0,19000000000,0,0,0,5.54E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SIPPLN03FCN3,SUKUK IJARAH BERKELANJUTAN III PLN TAHAP III TAHUN 2019 SERI F,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2/20/2019,2/19/2039,9.95,FIXED,3 MONTHS,28000000000,28000000000,28000000000,ENERGY,1000000000,0,27000000000,0,0,0,0,0,0,28000000000,0,0,0,0,0,0,0,0,0,0
1/31/2023,SIPPLN04ACN1,SUKUK IJARAH BERKELANJUTAN IV PLN TAHAP I TAHUN 2020 SERI A,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",9/9/2020,9/8/2025,6.7,FIXED,3 MONTHS,39000000000,39000000000,39000000000,ENERGY,12000000000,0,25000000000,0,0,2000000000,0,0,0,39000000000,0,0,0,0,0,0,0,0,0,0
1/31/2023,SIPPLN04BCN1,SUKUK IJARAH BERKELANJUTAN IV PLN TAHAP I TAHUN 2020 SERI B,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",9/9/2020,9/8/2027,7.25,FIXED,3 MONTHS,35000000000,35000000000,35000000000,ENERGY,5000000000,0,0,30000000000,0,0,0,0,0,35000000000,0,0,0,0,0,0,0,0,0,0
1/31/2023,SIPPLN04CCN1,SUKUK IJARAH BERKELANJUTAN IV PLN TAHAP I TAHUN 2020 SERI C,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",9/9/2020,9/8/2030,7.9,FIXED,3 MONTHS,2E+11,2E+11,2E+11,ENERGY,0,0,5000000000,25000000000,0,0,0,0,1.7E+11,2E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SIPPLN04DCN1,SUKUK IJARAH BERKELANJUTAN IV PLN TAHAP I TAHUN 2020 SERI D,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",9/9/2020,9/8/2035,8.65,FIXED,3 MONTHS,56000000000,56000000000,56000000000,ENERGY,0,0,56000000000,0,0,0,0,0,0,56000000000,0,0,0,0,0,0,0,0,0,0
1/31/2023,SIPPLN04ECN1,SUKUK IJARAH BERKELANJUTAN IV PLN TAHAP I TAHUN 2020 SERI E,SUKUK,"PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",9/9/2020,9/8/2040,8.86,FIXED,3 MONTHS,46500000000,46500000000,46500000000,ENERGY,0,0,46500000000,0,0,0,0,0,0,46500000000,0,0,0,0,0,0,0,0,0,0
1/31/2023,SIPTPN02A,SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI A,SUKUK,"PERKEBUNAN NUSANTARA III (PERSERO), PT",1/31/2023,8/21/2025,11.2,FIXED,3 MONTHS,10000000000,10000000000,10000000000,PLANTATION,0,0,0,0,0,10000000000,0,0,0,10000000000,0,0,0,0,0,0,0,0,0,0
1/31/2023,SIPTPN02C,SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI C,SUKUK,"PERKEBUNAN NUSANTARA III (PERSERO), PT",1/31/2023,8/22/2025,11.2,FIXED,3 MONTHS,1.5E+11,1.5E+11,1.5E+11,PLANTATION,0,0,0,0,0,1.5E+11,0,0,0,1.5E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SIPTPN02D,SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI D,SUKUK,"PERKEBUNAN NUSANTARA III (PERSERO), PT",1/31/2023,2/21/2023,11.2,FIXED,3 MONTHS,40000000000,40000000000,40000000000,PLANTATION,0,0,0,0,0,40000000000,0,0,0,40000000000,0,0,0,0,0,0,0,0,0,0
1/31/2023,SIPTPN02E,SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI E,SUKUK,"PERKEBUNAN NUSANTARA III (PERSERO), PT",1/31/2023,8/23/2025,11.2,FIXED,3 MONTHS,2E+11,2E+11,2E+11,PLANTATION,0,0,0,0,0,2E+11,0,0,0,2E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SIPTPN02F,SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI F,SUKUK,"PERKEBUNAN NUSANTARA III (PERSERO), PT",1/31/2023,9/3/2024,11.6,Fixed,3 MONTHS,1.05E+11,1.05E+11,1.05E+11,PLANTATION,0,0,0,0,0,1.05E+11,0,0,0,1.05E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SIPTPN02G,SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI G,SUKUK,"PERKEBUNAN NUSANTARA III (PERSERO), PT",1/31/2023,2/21/2023,11.2,FIXED,3 MONTHS,4.65E+11,4.65E+11,4.65E+11,PLANTATION,0,0,0,0,0,4.65E+11,0,0,0,4.65E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SIPTPN02H,SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI H,SUKUK,"PERKEBUNAN NUSANTARA III (PERSERO), PT",1/31/2023,2/21/2023,11.2,FIXED,3 MONTHS,1E+11,1E+11,1E+11,PLANTATION,0,0,0,0,0,1E+11,0,0,0,1E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SISGRO01ACN1,SUKUK IJARAH BERKELANJUTAN I SAMPOERNA AGRO TAHAP I TAHUN 2020 SERI A,SUKUK,"PT. SAMPOERNA AGRO, Tbk",3/4/2020,3/3/2023,9.35,FIXED,3 MONTHS,1.75E+11,1.75E+11,1.75E+11,PLANTATION,7000000000,0,5000000000,0,13000000000,1.35E+11,0,0,15000000000,1.75E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SISGRO01ACN2,SUKUK IJARAH BERKELANJUTAN I SAMPOERNA AGRO TAHAP II TAHUN 2021 SERI A,SUKUK,"PT. SAMPOERNA AGRO, Tbk",3/18/2021,3/17/2024,9.45,FIXED,3 MONTHS,2.36635E+11,2.36635E+11,2.36635E+11,PLANTATION,0,1000000000,0,1.3E+11,5635000000,1E+11,0,0,0,2.36635E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SISGRO01ACN3,SUKUK IJARAH BERKELANJUTAN I SAMPOERNA AGRO TAHAP III TAHUN 2022 SERI A,SUKUK,"PT. SAMPOERNA AGRO, Tbk",3/4/2022,3/2/2025,7.15,FIXED,3 MONTHS,75000000000,75000000000,75000000000,PLANTATION,0,0,0,0,3000000000,71000000000,0,1000000000,0,75000000000,0,0,0,0,0,0,0,0,0,0
1/31/2023,SISGRO01BCN1,SUKUK IJARAH BERKELANJUTAN I SAMPOERNA AGRO TAHAP I TAHUN 2020 SERI B,SUKUK,"PT. SAMPOERNA AGRO, Tbk",3/4/2020,3/3/2025,9.75,FIXED,3 MONTHS,1.25E+11,1.25E+11,1.25E+11,PLANTATION,15000000000,0,2000000000,0,8500000000,99500000000,0,0,0,1.25E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SISGRO01BCN2,SUKUK IJARAH BERKELANJUTAN I SAMPOERNA AGRO TAHAP II TAHUN 2021 SERI B,SUKUK,"PT. SAMPOERNA AGRO, Tbk",3/18/2021,3/17/2026,10.35,FIXED,3 MONTHS,1.5825E+11,1.5825E+11,1.5825E+11,PLANTATION,0,0,0,0,8250000000,1.5E+11,0,0,0,1.5825E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SISGRO01BCN3,SUKUK IJARAH BERKELANJUTAN I SAMPOERNA AGRO TAHAP III TAHUN 2022 SERI B,SUKUK,"PT. SAMPOERNA AGRO, Tbk",3/4/2022,3/2/2027,8.4,FIXED,3 MONTHS,2.30115E+11,2.30115E+11,2.30115E+11,PLANTATION,35000000000,3000000000,35000000000,0,5115000000,1.49E+11,0,3000000000,0,2.30115E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SITINS01CN2,SUKUK IJARAH BERKELANJUTAN I TIMAH TAHAP II TAHUN 2019,SUKUK,"TIMAH Tbk, PT",8/16/2019,8/15/2024,8.75,FIXED,3 MONTHS,3.13E+11,3.13E+11,3.13E+11,METAL AND MINERAL MINING,24500000000,2000000000,1.075E+11,25000000000,7000000000,1.27E+11,0,0,20000000000,3.13E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMADMF03CCN2,SUK MDRBH BKLJT III ADIRA FINANCE THP II TH18 SR C,SUKUK,"ADIRA DINAMIKA MULTI FINANCE Tbk, PT",3/22/2018,3/21/2023,1,FLOATING,3 MONTHS,29000000000,29000000000,29000000000,FINANCIAL INSTITUTION,26000000000,0,3000000000,0,0,0,0,0,0,29000000000,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMADMF03CCN3,SUKUK MUDHARABAH BERKELANJUTAN III ADIRA FINANCE TAHAP III TAHUN 2019 SERI C,SUKUK,"ADIRA DINAMIKA MULTI FINANCE Tbk, PT",1/24/2019,1/23/2024,,FLOATING,3 MONTHS,32000000000,32000000000,32000000000,FINANCIAL INSTITUTION,22000000000,0,10000000000,0,0,0,0,0,0,32000000000,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMADMF03CCN4,SUKUK MUDHARABAH BERKELANJUTAN III ADIRA FINANCE TAHAP IV TAHUN 2019 SERI C,SUKUK,"ADIRA DINAMIKA MULTI FINANCE Tbk, PT",4/18/2019,4/16/2024,,FLOATING,3 MONTHS,14000000000,14000000000,14000000000,FINANCIAL INSTITUTION,0,0,11000000000,0,0,3000000000,0,0,0,14000000000,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMADMF04ACN3,SUKUK MUDHARABAH BERKELANJUTAN IV ADIRA FINANCE TAHAP III TAHUN 2022 SERI A,SUKUK,"ADIRA DINAMIKA MULTI FINANCE Tbk, PT",3/23/2022,4/2/2023,,FLOATING,3 MONTHS,1.53E+11,1.53E+11,1.53E+11,FINANCIAL INSTITUTION,26000000000,0,0,45000000000,0,82000000000,0,0,0,1.53E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMADMF04BCN2,SUKUK MUDHARABAH BERKELANJUTAN IV ADIRA FINANCE TAHAP II TAHUN 2021 SERI B,SUKUK,"ADIRA DINAMIKA MULTI FINANCE Tbk, PT",7/26/2021,7/23/2024,,FLOATING,3 MONTHS,66000000000,66000000000,66000000000,FINANCIAL INSTITUTION,10000000000,0,15000000000,0,0,41000000000,0,0,0,66000000000,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMADMF04BCN3,SUKUK MUDHARABAH BERKELANJUTAN IV ADIRA FINANCE TAHAP III TAHUN 2022 SERI B,SUKUK,"ADIRA DINAMIKA MULTI FINANCE Tbk, PT",3/23/2022,3/22/2025,,FLOATING,3 MONTHS,49000000000,49000000000,49000000000,FINANCIAL INSTITUTION,1000000000,0,21000000000,0,1000000000,26000000000,0,0,0,49000000000,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMADMF04CCN3,SUKUK MUDHARABAH BERKELANJUTAN IV ADIRA FINANCE TAHAP III TAHUN 2022 SERI C,SUKUK,"ADIRA DINAMIKA MULTI FINANCE Tbk, PT",3/23/2022,3/22/2027,,FLOATING,3 MONTHS,98000000000,98000000000,98000000000,FINANCIAL INSTITUTION,68000000000,0,0,24000000000,0,6000000000,0,0,0,98000000000,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMBAFI01BCN2,SUKUK MUDHARABAH BERKELANJUTAN I BUSSAN AUTO FINANCE TAHAP II TAHUN 2020 SERI B,SUKUK,"BUSSAN AUTO FINANCE, PT",10/23/2020,10/22/2023,,FLOATING,3 MONTHS,1.12E+11,1.12E+11,1.12E+11,FINANCIAL INSTITUTION,0,0,0,1E+11,0,12000000000,0,0,0,1.12E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMBAFI01CN1,SUKUK MUDHARABAH BERKELANJUTAN I BUSSAN AUTO FINANCE TAHAP I TAHUN 2020,SUKUK,"BUSSAN AUTO FINANCE, PT",8/5/2020,8/4/2023,,FLOATING,3 MONTHS,15000000000,15000000000,15000000000,FINANCIAL INSTITUTION,0,0,0,0,0,15000000000,0,0,0,15000000000,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMBBMI01SBJP,SUKUK SUB MUDHARABAH JANGKA PANJANG YG DILAKUKAN TANPA MELALUI PU BANK MUAMALAT INDONESIA TH 2022,SUKUK,"BANK MUAMALAT INDONESIA Tbk, PT",1/31/2023,3/15/2032,,Floating/Variable,3 MONTHS,2E+12,2E+12,2E+12,BANK,0,0,0,0,0,0,0,0,2E+12,2E+12,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMBBSM01SB,SUKUK MUDHARABAH SUB BANK SYARIAH MANDIRI TH 2016,SUKUK,"BANK SYARIAH INDONESIA Tbk, PT",1/31/2023,12/22/2023,,FLOATING,3 MONTHS,3.75E+11,3.75E+11,3.75E+11,BANK,29000000000,0,25000000000,2.21E+11,7000000000,19000000000,0,74000000000,0,3.75E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMBDKS01,SUKUK MUDHARABAH JANGKA MENENGAH PT BANK PEMBANGUNAN DAERAH KALIMANTAN SELATAN TAHUN 2022,SUKUK,"BANK PEMBANGUNAN DAERAH KALIMANTAN SELATAN, PT",1/31/2023,10/4/2025,,Floating/Variable,3 MONTHS,1.5E+11,1.5E+11,1.5E+11,BANK,0,0,5000000000,1.45E+11,0,0,0,0,0,1.5E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMBEXI01CCN2,SUKUK MUDHARABAH BERKELANJUTAN INDONESIA EXIMBANK I TAHAP II TAHUN 2018 SERI C,SUKUK,LEMBAGA PEMBIAYAAN EKSPOR INDONESIA (INDONESIA EXIMBANK),11/9/2018,11/8/2023,,FLOATING,3 MONTHS,14000000000,14000000000,14000000000,FINANCIAL INSTITUTION,8000000000,0,5000000000,0,1000000000,0,0,0,0,14000000000,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMBEXI01CCN3,SUKUK MUDHARABAH BERKELANJUTAN INDONESIA EXIMBANK I TAHAP III TAHUN 2019 SERI C,SUKUK,LEMBAGA PEMBIAYAAN EKSPOR INDONESIA (INDONESIA EXIMBANK),4/24/2019,4/23/2024,,FLOATING,3 MONTHS,66000000000,66000000000,66000000000,FINANCIAL INSTITUTION,10000000000,0,56000000000,0,0,0,0,0,0,66000000000,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMBEXI01DCN2,SUKUK MUDHARABAH BERKELANJUTAN INDONESIA EXIMBANK I TAHAP II TAHUN 2018 SERI D,SUKUK,LEMBAGA PEMBIAYAAN EKSPOR INDONESIA (INDONESIA EXIMBANK),11/9/2018,11/8/2025,,FLOATING,3 MONTHS,1.55E+11,1.55E+11,1.55E+11,FINANCIAL INSTITUTION,95000000000,0,10000000000,0,0,50000000000,0,0,0,1.55E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMBNGA01BCN3,SUKUK MUDHARABAH BERKELANJUTAN I BANK CIMB NIAGA TAHAP III TAHUN 2020 SERI B,SUKUK,"BANK CIMB NIAGA Tbk, PT",3/30/2020,3/27/2023,,FLOATING,3 MONTHS,2.87E+11,2.87E+11,2.87E+11,BANK,24000000000,0,0,2.57E+11,1000000000,0,0,5000000000,0,2.87E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMBNGA01CCN2,SUKUK MUDHARABAH BERKELANJUTAN I BANK CIMB NIAGA TAHAP II TAHUN 2019 SERI C,SUKUK,"BANK CIMB NIAGA Tbk, PT",8/22/2019,8/21/2024,,FLOATING,3 MONTHS,4.29E+11,4.29E+11,4.29E+11,BANK,29000000000,0,1.01E+11,30000000000,2000000000,27000000000,0,0,2.4E+11,4.29E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMBNGA01CCN3,SUKUK MUDHARABAH BERKELANJUTAN I BANK CIMB NIAGA TAHAP III TAHUN 2020 SERI C,SUKUK,"BANK CIMB NIAGA Tbk, PT",3/30/2020,3/27/2025,,FLOATING,3 MONTHS,3.91E+11,3.91E+11,3.91E+11,BANK,15000000000,0,71000000000,5000000000,0,0,0,0,3E+11,3.91E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMBRIS01SB,SUK MDRBH SUBORDINASI I BANK BRISYARIAH TAHUN 2016,SUKUK,"BANK SYARIAH INDONESIA Tbk, PT",11/17/2016,11/16/2023,,FLOATING,3 MONTHS,1E+12,1E+12,1E+12,BANK,3.09E+11,0,1.48E+11,63000000000,14000000000,3.46E+11,0,1.2E+11,0,1E+12,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMHKRO04A,SUKUK MUDHARABAH IV HK REALTINDO TAHUN 2019 SERI A,SUKUK,"HK REALTINDO, PT",1/31/2023,5/28/2024,,Floating/Variable,3 MONTHS,2E+11,2E+11,2E+11,PROPERTY AND REAL ESTATE,0,0,0,0,0,2E+11,0,0,0,2E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMHKRO04B,SUKUK MUDHARABAH IV HK REALTINDO TAHUN 2019 SERI B,SUKUK,"HK REALTINDO, PT",1/31/2023,6/21/2024,,FLOATING,3 MONTHS,7E+11,7E+11,7E+11,PROPERTY AND REAL ESTATE,7E+11,0,0,0,0,0,0,0,0,7E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMINKA01,SUKUK MUDHARABAH I INKA TAHUN 2020,SUKUK,"INDUSTRI KERETA API, PT",1/31/2023,2/24/2023,,Floating/Variable,3 MONTHS,3E+11,3E+11,3E+11,TRANSPORTATION,1000000000,0,95000000000,1.85E+11,10000000000,9000000000,0,0,0,3E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMINKP01ACN3,SUKUK MUDHARABAH BERKELANJUTAN I INDAH KIAT PULP & PAPER TAHAP III TAHUN 2022 SERI A,SUKUK,PT INDAH KIAT PULP & PAPER Tbk,2/25/2022,3/6/2023,,FLOATING,3 MONTHS,7.01945E+11,7.01945E+11,7.01945E+11,PULP & PAPER,3000000000,10000000000,1.05E+11,0,500000000,5.82945E+11,500000000,0,0,7.01945E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMINKP01BCN1,SUKUK MUDHARABAH BERKELANJUTAN I INDAH KIAT PULP & PAPER TAHAP I TAHUN 2021 SERI B,SUKUK,PT INDAH KIAT PULP & PAPER Tbk,10/1/2021,9/30/2024,,FLOATING,3 MONTHS,4.4925E+11,4.4925E+11,4.4925E+11,PULP & PAPER,50000000000,1.5E+11,65000000000,55000000000,1955000000,1.27295E+11,0,0,0,4.4925E+11,0,0,0,0,0,0,0,0,0,0
1/31/2023,SMINKP01BCN2,SUKUK MUDHARABAH BERKELANJUTAN I INDAH KIAT PULP & PAPER TAHAP II TAHUN 2021 SERI B,SUKUK,PT INDAH KIAT PULP & PAPER Tbk,12/9/2021,12/8/2024,,FLOATING,3 MONTHS,3.04525E+11,3.04525E+11,3.04525E+11,PULP & PAPER,42100000000,0,39000000000,0,12525000000,2.089E+11,0,2000000000,0,3.04525E+11,0,0,0,0,0,0,0,0,0,0
